Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-21806,13236496,Renaming a table to another db does not handle Impala stats in partitoned tables,thejas,csringhofer,Major,Resolved,Fixed,30/May/19 13:51,20/Mar/20 19:22,
Bug,HIVE-22639,13274176,Bucket file name does not match bucket id after query based major compaction,hamvas.aron,hamvas.aron,Major,Resolved,Won't Do,12/Dec/19 14:56,14/Feb/20 14:54,
Bug,HIVE-21931,13241999,Slow compaction for tiny tables,,csringhofer,Major,Resolved,Duplicate,27/Jun/19 17:11,20/Jan/20 18:15,
Bug,HIVE-22693,13277474,Modify fs.defaultFS. The location of the new table does not change. It is still the value of fs.defaultFS before modification,kairen2,kairen2,Major,Resolved,Not A Bug,04/Jan/20 12:13,06/Jan/20 10:21,
Bug,HIVE-21002,13202295,TIMESTAMP - Backwards incompatible change: Hive 3.1 reads back Avro and Parquet timestamps written by Hive 2.x incorrectly,,zi,Major,Resolved,Fixed,04/Dec/18 15:42,03/Sep/19 11:00,
Bug,HIVE-22056,13247327,"Beeline started with -f <script-file>, exit code is 0 even if unable to connect to HS2",himanshum,himanshum,Major,Resolved,Invalid,26/Jul/19 14:05,27/Jul/19 17:34,
Bug,HIVE-21702,13232092,Queries with filter on a partition column fail when using standalone metastore,Rajkumar Singh,brenagwynn,Major,Resolved,Resolved,07/May/19 20:16,13/May/19 15:53,
Bug,HIVE-21501,13223771,Invisible views using ODBC ,,ernest.jaron,Major,Resolved,Duplicate,25/Mar/19 14:11,25/Mar/19 17:13,25/Mar/19 00:00
Bug,HIVE-21144,13210994,ODBC with prepared statement fail inside a CTE,,guillaume@lomig.net,Major,Resolved,Won't Fix,22/Jan/19 15:09,12/Feb/19 14:12,
Bug,HIVE-21125,13209749,Hive does not check for dependent materialized views when issuing a DROP TABLE command,msft-tacox,msft-tacox,Major,Resolved,Invalid,15/Jan/19 22:54,25/Jan/19 00:28,
Bug,HIVE-20586,13185822,Beeline is asking for user/pass when invoked without -u,gubjanos,dvoros,Major,Resolved,Duplicate,18/Sep/18 14:46,12/Dec/18 13:54,
Bug,HIVE-20673,13189009,Vectorized map join fails with 'Unexpected column vector type STRUCT',,Rajkumar Singh,Major,Resolved,Duplicate,02/Oct/18 22:40,09/Oct/18 00:11,
Bug,HIVE-20507,13183211,Beeline: Add a utility command to retrieve all uris from beeline-site.xml,vgumashta,vgumashta,Major,Resolved,Fixed,05/Sep/18 19:29,20/Sep/18 22:23,
Bug,HIVE-20478,13181650,Metastore: Null checks needed in DecimalColumnStatsAggregator,,vgumashta,Major,Resolved,Duplicate,28/Aug/18 16:27,28/Aug/18 16:28,
Bug,HIVE-20227,13173939,Exclude glassfish javax.el dependency,vgarg,vgarg,Major,Resolved,Fixed,23/Jul/18 22:22,16/Aug/18 00:31,
Bug,HIVE-20356,13178086,Follow up of HIVE-19613: GenericUDTFGetSplits should handle fetch task with temp table rewrite,,jmarhuen,Major,Resolved,Invalid,09/Aug/18 18:03,10/Aug/18 17:41,
Bug,HIVE-20337,13177728,CachedStore: getPartitionsByExpr is not populating the partition list correctly,vgumashta,vgumashta,Major,Resolved,Fixed,08/Aug/18 17:01,09/Aug/18 19:04,
Bug,HIVE-19199,13152207,ACID: DbTxnManager heartbeat-service needs static sync init ,gopalv,gopalv,Major,Resolved,Fixed,13/Apr/18 08:11,31/Jul/18 21:14,
Bug,HIVE-20040,13169362,JDBC: HTTP listen queue is 50 and SYNs are lost,gopalv,gopalv,Major,Resolved,Fixed,30/Jun/18 22:12,31/Jul/18 21:13,
Bug,HIVE-19984,13168134,Backport HIVE-15976 to branch-3,gates,gates,Major,Resolved,Fixed,25/Jun/18 19:36,11/Jul/18 20:38,
Bug,HIVE-19907,13166260,Driver.isValidTxnListState should rely on global txn list,jcamachorodriguez,ekoifman,Major,Resolved,Not A Problem,15/Jun/18 03:52,24/Jun/18 02:31,
Bug,HIVE-19724,13162456,Show partitions showing partition after running truncate table,,vgarg,Major,Resolved,Not A Problem,28/May/18 23:46,29/May/18 17:48,
Bug,HIVE-19652,13161098,Incorrect predicate pushdown for groupby with grouping sets,richox,richox,Major,Resolved,Duplicate,22/May/18 15:14,22/May/18 21:17,22/May/18 00:00
Bug,HIVE-21038,13204198,Fix checkstyle for standalone-metastore,mgergely,mgergely,Minor,Resolved,Fixed,13/Dec/18 10:43,22/Mar/22 08:57,
Bug,HIVE-19935,13166777,Hive WM session killed: Failed to update LLAP tasks count,sershe,thai.bui,Minor,Resolved,Fixed,18/Jun/18 19:15,22/Mar/22 08:57,
Bug,HIVE-21074,13206780,Hive bucketed table query pruning does not work for IS NOT NULL condition,szita,thaibui,Minor,Resolved,Fixed,28/Dec/18 08:23,22/Mar/22 08:56,
Bug,HIVE-22566,13271775,Drop table involved in materialized view leaves the table in inconsistent state,pjungeb,pjungeb,Minor,Resolved,Fixed,02/Dec/19 20:14,22/Mar/22 08:54,
Bug,HIVE-22400,13264261,UDF minute with time returns NULL,nareshpr,nikunj.limbaseeya,Minor,Resolved,Fixed,24/Oct/19 13:43,22/Mar/22 08:54,
Bug,HIVE-25659,13408926,Metastore direct sql queries with IN/(NOT IN) should be split based on max parameters allowed by SQL DB,gupta.nikhil0007,gupta.nikhil0007,Minor,Resolved,Fixed,28/Oct/21 14:34,22/Mar/22 08:53,
Bug,HIVE-23347,13302172,MSCK REPAIR cannot discover partitions with upper case directory names.,adeshrao,sankarh,Minor,Resolved,Fixed,30/Apr/20 17:53,22/Mar/22 08:53,
Bug,HIVE-20372,13178575,WRTIE_SET typo in TxnHandler,karthik.manamcheri,abstractdog,Trivial,Resolved,Fixed,13/Aug/18 12:18,22/Mar/22 08:57,
Bug,HIVE-22410,13264660,CachedStore Prewarm Failure NPE,slfan1989,slfan1989,Major,Resolved,Works for Me,27/Oct/19 08:45,04/May/22 11:28,
Bug,HIVE-24579,13348853,Incorrect Result For Groupby With Limit,kkasa,nemon,Major,Resolved,Fixed,04/Jan/21 03:40,28/Apr/22 04:47,
Bug,HIVE-23704,13311761,Thrift HTTP Server Does Not Handle Auth Handle Correctly,belugabehr,belugabehr,Major,Resolved,Fixed,16/Jun/20 16:12,22/Mar/22 08:53,
Bug,HIVE-24608,13351153,Switch back to get_table in HMS client for Hive 2.3.x,csun,csun,Major,Resolved,Fixed,08/Jan/21 18:58,14/May/21 17:17,
Bug,HIVE-23980,13320704,Shade guava from existing Hive versions,viirya,viirya,Major,Resolved,Fixed,03/Aug/20 16:26,18/Dec/20 17:32,
Bug,HIVE-23974,13320492,(hadoop3.3.0 + hive2.3.7) start hiveserver2 get exception: java.lang.IllegalAccessError: tried to access method com.google.common.base.Stopwatch,,jimmy0,Major,Resolved,Not A Bug,01/Aug/20 06:26,01/Aug/20 09:34,
Bug,HIVE-24553,13347042,Exclude calcite from test-jar dependency of hive-exec,viirya,viirya,Blocker,Resolved,Fixed,20/Dec/20 18:19,21/Dec/20 18:19,
Bug,HIVE-24551,13346476,Hive should include transitive dependencies from calcite after shading it,csun,csun,Blocker,Resolved,Fixed,17/Dec/20 02:23,21/Dec/20 18:19,
Bug,HIVE-26184,13442239,COLLECT_SET with GROUP BY is very slow when some keys are highly skewed,okumin,okumin,Major,Resolved,Fixed,28/Apr/22 07:56,14/Jun/22 02:03,
Bug,HIVE-26114,13437675,Fix jdbc connection hiveserver2 using dfs command with prefix space will cause exception,Zing,Zing,Major,Resolved,Fixed,04/Apr/22 17:02,27/Apr/22 06:47,
Bug,HIVE-24512,13345116,Exclude calcite in packaging Hive,viirya,viirya,Major,Resolved,Fixed,09/Dec/20 17:37,18/Dec/20 17:32,
Bug,HIVE-18852,13142210,Misleading error message in alter table validation,asherman,danburkert,Major,Resolved,Fixed,02/Mar/18 22:29,22/Mar/22 08:57,
Bug,HIVE-23128,13295683,SHOW CREATE TABLE Creates Incorrect Syntax When Database Specified,belugabehr,belugabehr,Major,Resolved,Fixed,02/Apr/20 03:54,22/Mar/22 08:55,
Bug,HIVE-21951,13243055,Llap query on external table with header or footer returns incorrect row count.,sankarh,sankarh,Major,Resolved,Won't Fix,03/Jul/19 17:38,09/Jul/19 04:05,
Bug,HIVE-25662,13409149,"JDBC driver returns "" java.lang.IllegalArgumentException: Unrecognized type name: timestamp with local time zone('Europe/Madrid') in the table's introspection",,idominguez,Blocker,Resolved,Fixed,29/Oct/21 16:11,06/Dec/21 12:28,29/Oct/21 00:00
Bug,HIVE-19497,13158620,SessionHiveMetaStoreClient.getTable should respect default catalog,dongjoon,dongjoon,Blocker,Resolved,Fixed,11/May/18 01:19,01/Oct/19 22:07,
Bug,HIVE-20342,13177787,Create table from CTAS with location fails for managed tables,,pidiaquez,Blocker,Resolved,Duplicate,08/Aug/18 20:46,11/Sep/18 09:37,
Bug,HIVE-19531,13159220,TransactionalValidationListener is getting catalog name from conf instead of table object.,gates,gates,Blocker,Resolved,Fixed,14/May/18 22:54,22/May/18 21:33,
Bug,HIVE-19599,13160160,Release Notes : Highlighting backwards incompatible changes,vgarg,ekoifman,Blocker,Resolved,Fixed,17/May/18 21:12,22/May/18 20:01,
Bug,HIVE-18636,13136627,fix TestTxnNoBuckets.testCTAS - keeps failing on ptest,ekoifman,ekoifman,Blocker,Resolved,Fixed,06/Feb/18 18:06,08/Feb/18 04:34,
Bug,HIVE-17923,13112641,'cluster by' should not be needed for a bucketed table,djaiswal,ekoifman,Blocker,Resolved,Duplicate,27/Oct/17 15:58,07/Dec/17 20:26,
Bug,HIVE-20088,13170069,Beeline config location path is assembled incorrectly,dionusos,dionusos,Critical,Resolved,Fixed,04/Jul/18 12:56,22/Mar/22 08:57,
Bug,HIVE-19749,13163246,Acid V1 to V2 upgrade,ekoifman,ekoifman,Critical,Resolved,Fixed,31/May/18 18:51,22/Mar/22 08:57,
Bug,HIVE-20152,13171739,"reset db state, when repl dump fails, so rename table can be done",anishek,anishek,Critical,Resolved,Fixed,12/Jul/18 13:54,22/Mar/22 08:57,
Bug,HIVE-20406,13179433,Nested Coalesce giving incorrect results,vgarg,rtrivedi12,Critical,Resolved,Fixed,16/Aug/18 18:36,22/Mar/22 08:57,
Bug,HIVE-21573,13226055,Binary transport shall ignore principal if auth is set to delegationToken,dionusos,dionusos,Critical,Resolved,Fixed,04/Apr/19 06:47,22/Mar/22 08:54,
Bug,HIVE-23454,13304428,Querying hive table which has Materialized view fails with HiveAccessControlException,vgarg,chiran54321,Critical,Resolved,Fixed,12/May/20 18:22,22/Mar/22 08:52,
Bug,HIVE-21052,13205008,Make sure transactions get cleaned if they are aborted before addPartitions is called,jmarhuen,jmarhuen,Critical,Resolved,Fixed,17/Dec/18 23:05,05/Oct/21 08:36,
Bug,HIVE-20001,13168484,"With doas set to true, running select query as hrt_qa user on external table fails due to permission denied to read /warehouse/tablespace/managed directory.",jmarhuen,jmarhuen,Critical,Resolved,Duplicate,26/Jun/18 22:35,11/Sep/20 13:30,
Bug,HIVE-20435,13180345,Failed Dynamic Partition Insert into insert only table may loose transaction metadata,ekoifman,ekoifman,Critical,Resolved,Won't Fix,22/Aug/18 00:40,09/Jan/19 23:30,
Bug,HIVE-17893,13111787,Vectorization: Wrong results for vector_udf3.q,mmccline,mmccline,Critical,Resolved,Incomplete,24/Oct/17 19:33,30/Aug/18 05:06,
Bug,HIVE-18722,13138870,Vectorization: Adding SUM(HASH(..)) to full query seems to produce flakey results -- need to investiage,mmccline,mmccline,Critical,Resolved,Won't Fix,15/Feb/18 19:22,30/Aug/18 04:51,
Bug,HIVE-18758,13139798,Vectorization: Fix VectorUDAFVarFinal produces Wrong Results,mmccline,mmccline,Critical,Resolved,Duplicate,21/Feb/18 01:15,22/Jul/18 08:24,
Bug,HIVE-19045,13147840,Vectorization: Disable vectorization in non-vectorized Q files,mmccline,mmccline,Critical,Resolved,Incomplete,26/Mar/18 04:44,22/Jul/18 08:23,
Bug,HIVE-19292,13154952,More than one materialized view in DB affecting query rewrite,jcamachorodriguez,asreekumar,Critical,Resolved,Cannot Reproduce,24/Apr/18 21:47,24/Jun/18 02:29,
Bug,HIVE-17539,13102507,User impersonation failure is not propagated by server as a failure to client,anishek,anishek,Critical,Resolved,Won't Fix,15/Sep/17 09:04,22/May/18 21:12,
Bug,HIVE-17892,13111784,Vectorization: Wrong results for vectorized_timestamp_funcs.q,mmccline,mmccline,Critical,Resolved,Fixed,24/Oct/17 19:26,05/Apr/18 01:06,
Bug,HIVE-19020,13147016,"Vectorization: When vectorized, orc_null_check.q throws NPE in VectorExpressionWriterFactory",mmccline,mmccline,Critical,Resolved,Duplicate,22/Mar/18 00:52,01/Apr/18 05:35,
Bug,HIVE-18819,13141406,Vectorization: Optimize IF statement expression evaluation of THEN/ELSE,mmccline,mmccline,Critical,Resolved,Fixed,28/Feb/18 01:59,03/Mar/18 11:51,
Bug,HIVE-18493,13132090,Add display escape for CR/LF to Hive CLI and Beeline,mmccline,mmccline,Critical,Resolved,Fixed,19/Jan/18 05:47,27/Feb/18 05:42,
Bug,HIVE-17889,13111780,Vectorization: Wrong results for vectorization_15.q,mmccline,mmccline,Critical,Resolved,Cannot Reproduce,24/Oct/17 19:22,26/Feb/18 08:58,
Bug,HIVE-17890,13111781,Vectorization: Wrong results for vectorized_case.q,mmccline,mmccline,Critical,Resolved,Cannot Reproduce,24/Oct/17 19:23,26/Feb/18 08:51,
Bug,HIVE-18466,13131485,Enhance LazySimpleSerDe (Text) to optionally output data escaped for serialization,mmccline,mmccline,Critical,Resolved,Won't Fix,17/Jan/18 07:37,26/Feb/18 06:52,
Bug,HIVE-18800,13140783,Vectorization: VectorCoalesce doesn't handle the all repeated NULLs case,mmccline,mmccline,Critical,Resolved,Fixed,25/Feb/18 12:11,26/Feb/18 01:00,
Bug,HIVE-18756,13139785,Vectorization: VectorUDAFVarFinal produces Wrong Results,mmccline,mmccline,Critical,Resolved,Fixed,21/Feb/18 00:08,22/Feb/18 17:02,
Bug,HIVE-17863,13110876,Vectorization: Two Q files produce wrong PTF query results,mmccline,mmccline,Critical,Resolved,Not A Problem,20/Oct/17 04:19,26/Jan/18 14:46,
Bug,HIVE-18201,13122290,Disable XPROD_EDGE for sq_count_check()  created for scalar subqueries,ashutoshc,ndembla,Major,Resolved,Fixed,01/Dec/17 21:59,22/Mar/22 08:59,
Bug,HIVE-19806,13164287,Several tests do not properly sort their output,gates,gates,Major,Resolved,Fixed,05/Jun/18 20:55,22/Mar/22 08:57,
Bug,HIVE-20610,13186405,TestDbNotificationListener should not use /tmp directory,bharos92,bharos92,Major,Resolved,Fixed,20/Sep/18 16:54,22/Mar/22 08:57,
Bug,HIVE-19661,13161183,switch Hive UDFs to use Re2J regex engine,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,22/May/18 20:57,22/Mar/22 08:57,
Bug,HIVE-21028,13203585,get_table_meta should use a fetch plan to avoid race conditions ending up in NucleusObjectNotFoundException,karthik.manamcheri,karthik.manamcheri,Major,Resolved,Fixed,11/Dec/18 00:52,22/Mar/22 08:57,
Bug,HIVE-20193,13172666,cboInfo is not present in the explain plan json,anishek,anishek,Major,Resolved,Fixed,17/Jul/18 14:11,22/Mar/22 08:57,
Bug,HIVE-20103,13170420,WM: Only Aggregate DAG counters if at least one is used,gopalv,gopalv,Major,Resolved,Fixed,06/Jul/18 07:02,22/Mar/22 08:57,
Bug,HIVE-20410,13179488,"aborted Insert Overwrite on transactional table causes ""Not enough history available for..."" error",ekoifman,ekoifman,Major,Resolved,Fixed,17/Aug/18 00:51,22/Mar/22 08:57,
Bug,HIVE-20228,13173993,configure repl configuration directories based on user running hiveserver2,anishek,anishek,Major,Resolved,Fixed,24/Jul/18 03:45,22/Mar/22 08:57,
Bug,HIVE-20112,13170596,Accumulo-Hive (managed) table creation fails with strict managed table checks: Table is marked as a managed table but is not transactional,jcamachorodriguez,romil.choksi,Major,Resolved,Fixed,06/Jul/18 22:12,22/Mar/22 08:57,
Bug,HIVE-18873,13142923,Skipping predicate pushdown for MR silently at HiveInputFormat can cause storage handlers to produce erroneous result,ankit@apache.org,ankit@apache.org,Major,Resolved,Fixed,06/Mar/18 17:34,22/Mar/22 08:57,
Bug,HIVE-20105,13170488,"Druid-Hive: tpcds query on timestamp throws java.lang.IllegalArgumentException: Cannot create timestamp, parsing error",nishantbangarwa,dileep529,Major,Resolved,Fixed,06/Jul/18 13:36,22/Mar/22 08:57,
Bug,HIVE-20025,13168926,Clean-up of event files created by HiveProtoLoggingHook.,sankarh,sankarh,Major,Resolved,Fixed,28/Jun/18 17:08,22/Mar/22 08:57,
Bug,HIVE-20043,13169382,HiveServer2: SessionState has a static sync block around an AtomicBoolean,abstractdog,gopalv,Major,Resolved,Fixed,01/Jul/18 05:59,22/Mar/22 08:57,
Bug,HIVE-21238,13214930,Fix Surrogate Key issue,mgergely,mgergely,Major,Resolved,Fixed,11/Feb/19 07:25,22/Mar/22 08:57,
Bug,HIVE-21075,13206803,Metastore: Drop partition performance downgrade with Postgres DB,osayankin,ychena,Major,Resolved,Fixed,28/Dec/18 11:21,22/Mar/22 08:57,
Bug,HIVE-21177,13212616,Optimize AcidUtils.getLogicalLength(),ekoifman,ekoifman,Major,Resolved,Fixed,29/Jan/19 17:57,22/Mar/22 08:57,
Bug,HIVE-19694,13161779,Create Materialized View statement should check for MV name conflicts before running MV's SQL statement. ,mgergely,ndembla,Major,Resolved,Fixed,24/May/18 14:10,22/Mar/22 08:57,
Bug,HIVE-19430,13157343,ObjectStore.cleanNotificationEvents OutOfMemory on large number of pending events,ashutosh.bapat,thejas,Major,Resolved,Fixed,05/May/18 06:41,22/Mar/22 08:57,
Bug,HIVE-18977,13145779,Listing partitions returns different results with JDO and direct SQL,kuczoram,gates,Major,Resolved,Fixed,16/Mar/18 16:28,22/Mar/22 08:57,
Bug,HIVE-19718,13162174,Adding partitions in bulk also fetches table for each partition,pvary,akolb,Major,Resolved,Fixed,25/May/18 23:08,22/Mar/22 08:57,
Bug,HIVE-20085,13170038,Druid-Hive (managed) table creation fails with strict managed table checks: Table is marked as a managed table but is not transactional,nishantbangarwa,dileep529,Major,Resolved,Fixed,04/Jul/18 10:30,22/Mar/22 08:57,
Bug,HIVE-20111,13170594,HBase-Hive (managed) table creation fails with strict managed table checks: Table is marked as a managed table but is not transactional,jcamachorodriguez,romil.choksi,Major,Resolved,Fixed,06/Jul/18 21:52,22/Mar/22 08:57,
Bug,HIVE-20941,13199453,Compactor produces a delete_delta_x_y even if there are no input delete events,ikryvenko,ekoifman,Major,Resolved,Fixed,19/Nov/18 22:25,22/Mar/22 08:57,
Bug,HIVE-20226,13173935,HMS getNextNotification will throw exception when request maxEvents exceed table's max_rows,afan,afan,Major,Resolved,Fixed,23/Jul/18 21:58,22/Mar/22 08:57,
Bug,HIVE-20274,13175698,HiveServer2 ObjectInspectorFactory leaks for Struct and List object inspectors,prasanth_j,gopalv,Major,Resolved,Fixed,30/Jul/18 22:43,22/Mar/22 08:57,
Bug,HIVE-19850,13165239,Dynamic partition pruning in Tez is leading to 'No work found for tablescan' error,ganeshas,ganeshas,Major,Resolved,Fixed,11/Jun/18 05:18,22/Mar/22 08:57,
Bug,HIVE-20601,13186157,EnvironmentContext null in ALTER_PARTITION event in DbNotificationListener,bharos92,bharos92,Major,Resolved,Fixed,19/Sep/18 20:27,22/Mar/22 08:57,
Bug,HIVE-19081,13149032,Add partition should prevent loading acid files,ikryvenko,ekoifman,Major,Resolved,Fixed,29/Mar/18 22:25,22/Mar/22 08:56,
Bug,HIVE-21280,13216146,Null pointer exception on running compaction against a MM table.,aditya-shah,aditya-shah,Major,Resolved,Fixed,16/Feb/19 11:28,22/Mar/22 08:55,
Bug,HIVE-22578,13272178,CBO genOPTree is not failsafe for CTAS and VIEW statements,hamvas.aron,hamvas.aron,Major,Resolved,Fixed,04/Dec/19 10:04,22/Mar/22 08:55,
Bug,HIVE-21837,13237740,MapJoin is throwing exception when selected column is having completely null values,nareshpr,nareshpr,Major,Resolved,Fixed,05/Jun/19 14:44,22/Mar/22 08:55,
Bug,HIVE-22201,13256491,ConvertJoinMapJoin#checkShuffleSizeForLargeTable throws ArrayIndexOutOfBoundsException if no big table is selected,himanshum,himanshum,Major,Resolved,Fixed,13/Sep/19 09:40,22/Mar/22 08:54,
Bug,HIVE-21999,13245230,Add sensitive ABFS configuration properties to HiveConf hidden list,hamvas.aron,hamvas.aron,Major,Resolved,Fixed,16/Jul/19 14:40,22/Mar/22 08:54,
Bug,HIVE-23606,13309350,LLAP: Delay In DirectByteBuffer Clean Up For EncodedReaderImpl,srahman,srahman,Major,Resolved,Fixed,04/Jun/20 05:25,22/Mar/22 08:52,
Bug,HIVE-24595,13350744,Vectorization causing incorrect results for scalar subquery,mustafaiman,vgarg,Major,Resolved,Invalid,06/Jan/21 20:01,05/Apr/21 22:05,
Bug,HIVE-22108,13250682,Cannot use structured field in a window function for a text table,,xinxianyin,Major,Resolved,Duplicate,14/Aug/19 02:46,06/Dec/19 01:38,
Bug,HIVE-21146,13211059,Enforce TransactionBatch size=1 for blob stores,dlavati,ekoifman,Major,Resolved,Fixed,22/Jan/19 18:30,05/Dec/19 10:52,
Bug,HIVE-18762,13140001,Support ALTER TABLE SET OWNER command,spena,kkalyan,Major,Resolved,Fixed,21/Feb/18 20:21,25/Nov/19 08:32,
Bug,HIVE-19558,13159463,HiveAuthorizationProviderBase gets catalog name from config rather than db object,gates,gates,Major,Resolved,Fixed,15/May/18 16:44,01/Oct/19 22:07,
Bug,HIVE-19710,13161982,Hive Schema Tool createCatalog command is not working with postgres DB,mgergely,mgergely,Major,Resolved,Duplicate,25/May/18 06:10,01/Oct/19 22:06,
Bug,HIVE-21106,13208449,Potential NEP in VectorizedOrcAcidRowBatchReader.ColumnizedDeleteEventRegistry,ekoifman,ekoifman,Major,Resolved,Won't Fix,09/Jan/19 01:37,09/Jan/19 01:47,
Bug,HIVE-20185,13172393,Backport HIVE-20111 to branch-3,dvoros,dvoros,Major,Resolved,Fixed,16/Jul/18 12:42,30/Jul/18 11:53,
Bug,HIVE-20184,13172392,Backport HIVE-20085 to branch-3,dvoros,dvoros,Major,Resolved,Fixed,16/Jul/18 12:37,27/Jul/18 11:39,
Bug,HIVE-20182,13172390,Backport HIVE-20067 to branch-3,dvoros,dvoros,Major,Resolved,Fixed,16/Jul/18 12:29,23/Jul/18 15:03,
Bug,HIVE-20181,13172388,Backport HIVE-20045 to branch-3,dvoros,dvoros,Major,Resolved,Fixed,16/Jul/18 12:21,23/Jul/18 15:02,
Bug,HIVE-20180,13172386,Backport HIVE-19759 to branch-3,dvoros,dvoros,Major,Resolved,Fixed,16/Jul/18 12:16,23/Jul/18 15:02,
Bug,HIVE-20021,13168754,LLAP: Fall back to Synthetic File-ids when getting a HdfsConstants.GRANDFATHER_INODE_ID,gopalv,gopalv,Major,Resolved,Fixed,28/Jun/18 02:14,06/Jul/18 22:47,
Bug,HIVE-19871,13165621,"add_partitions, create constraint calls and create_table_with_constraints do not properly handle client being configured with a non-Hive catalog.",gates,gates,Major,Resolved,Fixed,12/Jun/18 16:53,14/Jun/18 01:54,
Bug,HIVE-19576,13159859,IHMSHandler.getTable not always fetching the right catalog,gates,gates,Major,Resolved,Fixed,16/May/18 22:18,29/May/18 19:39,
Bug,HIVE-19686,13161629,schematool  --createCatalog option fails when using Oracle as the RDBMS,gates,gates,Major,Resolved,Fixed,23/May/18 23:35,29/May/18 18:55,
Bug,HIVE-19658,13161148,Update Hive to use ORC 1.4.4,,dongjoon,Major,Resolved,Won't Fix,22/May/18 17:59,22/May/18 18:03,
Bug,HIVE-19028,13147288,Insert values query gives Failed to retrieve table statistics,jcamachorodriguez,thejas,Major,Resolved,Duplicate,22/Mar/18 21:10,17/May/18 20:30,
Bug,HIVE-19419,13157041,SharedScanOptimizer may leave unnecessary operators in the plan,jcamachorodriguez,jcamachorodriguez,Major,Resolved,Duplicate,04/May/18 05:31,04/May/18 05:39,
Bug,HIVE-19364,13156240,autoColumnStats_10.q test results for TestMiniLlapLocalCliDriver with insert-only transactional table does not match those with non-transactional table,steveyeom2017,steveyeom2017,Major,Resolved,Duplicate,30/Apr/18 22:27,02/May/18 16:19,
Bug,HIVE-16680,13072433,explainanalyze_3.q and explainuser_3.q (MiniTezCliDriver) failing,mmccline,jcamachorodriguez,Major,Resolved,Incomplete,16/May/17 12:46,25/Apr/18 18:24,
Bug,HIVE-17163,13089816,Microbenchmark for vector op processing,mmccline,prasanth_j,Major,Resolved,Fixed,25/Jul/17 09:43,07/Mar/18 11:56,
Bug,HIVE-18806,13141021,Add @Ignore for broken test caused by HIVE-18493,mmccline,mmccline,Major,Resolved,Fixed,26/Feb/18 19:27,27/Feb/18 05:41,
Bug,HIVE-18769,13140108,Vectorization: Disable vectorization of key-less outer joins,mmccline,gopalv,Major,Resolved,Fixed,22/Feb/18 05:30,23/Feb/18 03:08,
Bug,HIVE-18656,13137246,Trigger with counter TOTAL_TASKS fails to result in an event even when condition is met,prasanth_j,asreekumar,Major,Resolved,Invalid,08/Feb/18 19:39,08/Feb/18 19:42,
Bug,HIVE-18528,13133506,"Stats: In the bitvector codepath, when extrapolating column stats for String type columnStringColumnStatsAggregator uses the min value instead of max",vgumashta,vgumashta,Major,Resolved,Fixed,24/Jan/18 22:09,01/Feb/18 19:52,
Bug,HIVE-18471,13131670,Beeline gives log4j warnings,janulatha,janulatha,Major,Resolved,Duplicate,17/Jan/18 19:25,20/Jan/18 20:15,
Bug,HIVE-17916,13112434,remove ConfVars.HIVE_VECTORIZATION_ROW_IDENTIFIER_ENABLED,teddy.choi,ekoifman,Major,Resolved,Fixed,26/Oct/17 23:15,09/Jan/18 03:42,
Bug,HIVE-18019,13117046,add metrics for workload management and expose via jmx endpoint,,prasanth_j,Major,Resolved,Duplicate,08/Nov/17 17:43,05/Jan/18 23:02,
Bug,HIVE-18174,13121536,Vectorization: De-dup Group-by key expressions (identical keys are irrelevant),,gopalv,Major,Resolved,Duplicate,29/Nov/17 03:09,03/Jan/18 09:59,
Bug,HIVE-17914,13112406,Provide support for complex expressions in ON clauses for SEMIjoins,jcamachorodriguez,jcamachorodriguez,Major,Resolved,Duplicate,26/Oct/17 21:07,26/Oct/17 21:10,
Bug,HIVE-17790,13108998,Export/Import: Bug while getting auth entities due to which we write partition info during compilation phase ,vgumashta,vgumashta,Major,Resolved,Fixed,12/Oct/17 18:07,13/Oct/17 03:49,
Bug,HIVE-17688,13106883,HIVE-17543 added an extra query14.q.out file. Remove it,pvary,pvary,Major,Resolved,Won't Fix,04/Oct/17 08:27,04/Oct/17 08:34,
Bug,HIVE-17201,13090834,(Temporarily) Disable failing tests in TestHCatClient,mithun,mithun,Major,Resolved,Won't Fix,28/Jul/17 17:35,25/Aug/17 12:02,
Bug,HIVE-17353,13095501,The ResultSets are not accessible if running multiple queries within the same HiveStatement ,aihuaxu,aihuaxu,Major,Resolved,Not A Problem,18/Aug/17 00:27,21/Aug/17 17:53,
Bug,HIVE-17158,13089505,BeeLine Query Log and Query Result print order is not defined,pvary,pvary,Major,Resolved,Cannot Reproduce,24/Jul/17 12:22,24/Jul/17 13:31,
Bug,HIVE-17068,13086033,HCatalog: Add parquet support,prasanth_j,prasanth_j,Major,Resolved,Duplicate,10/Jul/17 17:54,10/Jul/17 22:07,
Bug,HIVE-16928,13081280,LLAP: Slider takes down all daemons when some daemons fail repeatedly,prasanth_j,prasanth_j,Major,Resolved,Duplicate,21/Jun/17 01:00,21/Jun/17 01:01,
Bug,HIVE-16760,13074934,Update errata.txt for HIVE-16743,wzheng,wzheng,Major,Resolved,Fixed,25/May/17 18:15,04/Jun/17 07:56,
